Index,Company,Product,TypeName,Inches,OpSys,Price_euros,SSD_Memory_GB,HDD_Memory_GB,Weight_kg,Ram_GB,ScreenResolution_px,Cpu_Type,Cpu_Frequency_GHz,Gpu_Type
811,Dell,XPS 13,Ultrabook,13.3,Windows 10,1499.0,256,0,1.29,8,1920x1080,Intel Core,2.5,Intel HD
812,Dell,XPS 15,Notebook,15.6,Windows 10,1749.0,256,0,2.06,8,3840x2160,Intel Core,2.5,Nvidia GeForce
813,Dell,Latitude 3180,Netbook,11.6,Windows 10,744.0,128,0,1.63,4,1366x768,Intel Pentium,1.1,Intel HD
814,HP,EliteBook 820,Netbook,12.5,Windows 10,1389.0,256,0,1.26,8,1366x768,Intel Core,2.6,Intel HD
815,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,780.0,0,500,2.1,4,1366x768,Intel Core,2.3,Intel HD
816,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,Windows 10,629.0,0,2048.0,2.04,8,1366x768,AMD A12-Series,2.5,AMD Radeon
817,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1679.0,512,0,2.62,16,3840x2160,Intel Core,2.8,Nvidia GeForce
818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Windows 10,609.0,0,1024.0,2.4,4,1920x1080,Intel Core,2.5,Nvidia GeForce
819,HP,Omen 17-an012dx,Gaming,17.3,Windows 10,1749.0,0,1024.0,3.74,12,1920x1080,Intel Core,2.8,AMD Radeon
820,MSI,GE72MVR 7RG,Gaming,17.3,Windows 10,2415.0,512,1024.0,2.9,16,1920x1080,Intel Core,2.8,Nvidia GeForce
821,Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1499.0,256,0,0.81,8,1920x1080,Intel Core,2.5,Intel HD
822,Dell,Vostro 5568,Notebook,15.6,Windows 10,961.0,0,1024.0,1.98,8,1920x1080,Intel Core,2.7,Nvidia GeForce
823,Dell,Vostro 3568,Notebook,15.6,Windows 10,789.81,256,0,2.18,8,1920x1080,Intel Core,2.5,AMD Radeon
824,Lenovo,Thinkpad T470s,Ultrabook,14.0,Windows 10,1859.0,256,0,1.32,8,1920x1080,Intel Core,2.7,Intel HD
825,Razer,Blade Stealth,Ultrabook,12.5,Windows 10,1799.0,512,0,1.29,16,3840x2160,Intel Core,2.5,Intel HD
827,Dell,Alienware 17,Gaming,17.3,Windows 10,2505.02,128,1024.0,4.36,16,1920x1080,Intel Core,2.8,Nvidia GeForce
828,Dell,Latitude 3480,Notebook,14.0,Windows 10,755.0,0,500,1.76,4,1366x768,Intel Core,2.3,Intel HD
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Windows 10,489.9,0,500,2.1,4,1366x768,Intel Core,2,Intel HD
830,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,Windows 10,1090.0,128,0,1.25,4,1366x768,Intel Core,2.5,Intel HD
831,Lenovo,Thinkpad X1,Ultrabook,14.0,Windows 10,2499.0,512,0,1.13,8,1920x1080,Intel Core,2.7,Intel HD
832,MSI,GL62M 7RD,Gaming,15.6,Windows 10,1199.0,256,0,2.4,8,1920x1080,Intel Core,2.5,Nvidia GeForce
834,Toshiba,Satellite Pro,Notebook,14.0,Windows 10,499.0,128,0,1.75,4,1366x768,Intel Pentium,2.1,Intel HD
835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Windows 10,1358.0,256,0,1.1,8,1920x1080,Intel Core,2.5,Intel HD
836,Dell,Latitude 3480,Notebook,14.0,Windows 10,585.0,0,500,1.76,4,1366x768,Intel Core,2,Intel HD
838,Acer,Swift 3,Notebook,14.0,Windows 10,619.0,128,0,1.5,8,1920x1080,Intel Core,2.4,Intel HD
839,Razer,Blade Pro,Gaming,17.3,Windows 10,5499.0,512,0,3.49,32,3840x2160,Intel Core,2.9,Nvidia GeForce
840,Lenovo,Thinkpad X1,Ultrabook,14.0,Windows 10,2099.0,512,0,1.1,16,2560x1440,Intel Core,2.6,Intel HD
841,Asus,VivoBook Max,Notebook,15.6,Linux,519.0,0,1024.0,2.1,4,1920x1080,Intel Core,2.5,Nvidia GeForce
842,Lenovo,Thinkpad T460,Notebook,14.0,Windows 10,1186.0,256,0,1.7,8,1920x1080,Intel Core,2.3,Intel HD
843,Lenovo,ThinkPad T470s,Notebook,14.0,Windows 10,1650.0,256,0,1.32,8,1920x1080,Intel Core,2.6,Intel HD
844,Dell,Alienware 15,Gaming,15.6,Windows 10,2774.63,256,1024.0,3.21,16,1920x1080,Intel Core,2.8,Nvidia GeForce
845,Asus,Rog GL702VS-BA023T,Gaming,17.3,Windows 10,2419.0,256,1024.0,2.9,16,1920x1080,Intel Core,2.8,Nvidia GeForce
846,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,669.0,0,500,2.0,4,1366x768,Intel Core,2.4,Intel HD
848,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Windows 10,590.0,0,128,2.3,8,1920x1080,Intel Core,2.5,Intel HD
849,Asus,Rog GL702VM-GC017T,Gaming,17.3,Windows 10,1799.0,512,1024.0,2.73,16,1920x1080,Intel Core,2.6,Nvidia GeForce
851,Dell,Alienware 17,Gaming,17.3,Windows 10,3072.89,512,1024.0,4.42,32,1920x1080,Intel Core,2.8,Nvidia GeForce
852,HP,ProBook 470,Notebook,17.3,Windows 10,910.0,0,1024.0,2.63,8,1600x900,Intel Core,2.5,Nvidia GeForce
853,Dell,Vostro 3568,Notebook,15.6,Windows 10,713.99,128,0,2.18,8,1366x768,Intel Core,2.5,Intel HD
854,HP,EliteBook 840,Ultrabook,14.0,Windows 7,1870.0,512,0,1.54,8,1920x1080,Intel Core,2.5,Intel HD
855,Dell,Vostro 3568,Notebook,15.6,Windows 10,739.0,256,0,2.18,4,1920x1080,Intel Core,2.7,AMD Radeon
857,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,Windows 10,1026.0,512,0,1.45,8,1920x1080,Intel Core,2.3,Nvidia GeForce
858,HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2277.0,256,0,1.28,8,1920x1080,Intel Core,2.5,Intel HD
859,HP,EliteBook 840,Ultrabook,14.0,Windows 10,1468.0,512,0,1.54,8,1920x1080,Intel Core,2.5,Intel HD
860,HP,250 G6,Notebook,15.6,No OS,299.0,128,0,1.86,4,1366x768,Intel Celeron,1.6,Intel HD
862,Asus,Rog GL502VM-DS74,Gaming,15.6,Windows 10,1899.0,128,1024.0,2.1,16,1920x1080,Intel Core,2.8,Nvidia GeForce
863,Dell,Inspiron 5767,Notebook,17.3,Linux,865.0,0,1024.0,2.83,8,1920x1080,Intel Core,2.7,AMD Radeon
864,Lenovo,ThinkPad T470p,Ultrabook,14.0,Windows 10,1903.0,256,0,1.96,8,1920x1080,Intel Core,2.8,Nvidia GeForce
865,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,Windows 10,787.0,256,0,2.3,8,1920x1080,Intel Core,2.7,Nvidia GeForce
866,Dell,Latitude 5580,Notebook,15.6,Windows 10,945.0,128,0,1.9,8,1920x1080,Intel Core,2.5,Intel HD
867,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,Windows 10,449.0,0,1024.0,2,4,1366x768,Intel Pentium,1.1,Intel HD
868,HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2559.0,256,0,1.28,8,1920x1080,Intel Core,2.8,Intel HD
869,Dell,Inspiron 5368,Notebook,13.3,Windows 10,649.0,0,1024.0,1.62,8,1920x1080,Intel Core,2.3,Intel HD
870,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,No OS,469.0,0,1024.0,2.2,4,1920x1080,Intel Core,2.0,Intel HD
871,Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,850.66,0,1024.0,2.3,8,1920x1080,Intel Core,2.5,Intel HD
872,HP,EliteBook 850,Notebook,15.6,Windows 10,1349.0,256,0,1.84,8,1920x1080,Intel Core,2.6,AMD Radeon
873,Toshiba,Portege X30-D-10X,Notebook,13.3,Windows 10,1285.0,128,0,1.05,4,1920x1080,Intel Core,2.5,Intel HD
874,Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1017.0,0,1024.0,2.5,8,1920x1080,Intel Core,2.5,Nvidia GeForce
875,Dell,XPS 13,Ultrabook,13.3,Windows 10,2240.0,512,0,1.29,16,3200x1800,Intel Core,2.5,Intel Iris
876,HP,Probook 450,Notebook,15.6,Windows 10,910.0,0,500,2.07,4,1920x1080,Intel Core,2.3,Intel HD
877,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Windows 10,1095.0,256,0,1.2,8,1366x768,Intel Core,2.3,Intel HD
878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1950.0,256,0,1.37,8,1920x1080,Intel Core,2.7,Intel HD
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,Windows 10,902.0,256,0,1.56,8,1920x1080,Intel Core,2.5,Intel HD
880,Dell,Precision 3520,Workstation,15.6,Windows 10,1778.0,0,1024.0,2.23,8,1920x1080,Intel Core,2.8,Nvidia Quadro
881,Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,1055.0,0,500,2.38,4,1366x768,Intel Core,2.5,Intel HD
882,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,No OS,479.0,0,1024.0,2.2,4,1920x1080,Intel Core,2,AMD Radeon
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,Windows 10,1388.0,256,0,2.0,8,1920x1080,Intel Core,2.7,Intel HD
884,Lenovo,Thinkpad 13,Notebook,13.3,Windows 10,735.0,180,0,1.44,4,1920x1080,Intel Core,2.4,Intel HD
885,Samsung,Notebook 9,Ultrabook,15.0,Windows 10,1849.0,256,0,1.23,16,1920x1080,Intel Core,2.7,Nvidia GeForce
886,Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1690.0,256,0,1.6,8,1920x1080,Intel Core,2.8,Intel HD
887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Linux,398.99,0,1024.0,2,4,1366x768,Intel Pentium,1.1,Intel HD
888,Xiaomi,Mi Notebook,Ultrabook,13.3,Windows 10,935.0,256,0,1.28,8,1920x1080,Intel Core,2.3,Nvidia GeForce
889,Dell,Vostro 5568,Notebook,15.6,Windows 10,912.5,128,1024.0,2.18,4,1920x1080,Intel Core,2.5,Nvidia GeForce
890,HP,ProBook 450,Notebook,15.6,Windows 10,839.0,256,0,2.04,4,1920x1080,Intel Core,2.5,Intel HD
891,HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1700.0,256,0,1.28,4,1920x1080,Intel Core,2.5,Intel HD
892,HP,Pavilion x360,2 in 1 Convertible,15.6,Windows 10,684.8,0,500,2.3,4,1366x768,Intel Core,2.5,Intel HD
894,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,Windows 10,669.0,0,1024.0,2.2,8,1920x1080,Intel Core,2.5,Nvidia GeForce
895,Dell,Inspiron 3552,Notebook,15.6,Windows 10,369.0,0,500,2.2,4,1366x768,Intel Pentium,1.6,Intel HD
896,HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1799.0,256,0,1.28,4,1920x1080,Intel Core,2.5,Intel HD
897,Dell,Vostro 3568,Notebook,15.6,Linux,455.7,0,1024.0,2.18,4,1366x768,Intel Core,2.0,AMD Radeon
898,Asus,Rog GL753VD-GC082T,Gaming,17.3,Windows 10,1369.9,128,1024.0,2.2,12,1920x1080,Intel Core,2.5,Nvidia GeForce
900,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,Windows 10,379.0,0,500,2.8,4,1600x900,AMD A4-Series,2.2,AMD Radeon
901,HP,Probook 640,Notebook,14.0,Windows 10,1265.0,128,0,1.95,4,1920x1080,Intel Core,2.5,Intel HD
902,HP,Envy x360,2 in 1 Convertible,13.3,Windows 10,1399.0,256,0,1.42,16,3200x1800,Intel Core,2.7,Intel HD
903,Samsung,Notebook 9,Ultrabook,15.0,Windows 10,1699.0,256,0,1.17,8,1920x1080,Intel Core,2.7,Intel HD
904,Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,1799.0,256,0,1.32,8,1920x1080,Intel Core,2.5,Intel HD
905,MSI,GS73VR Stealth,Gaming,17.3,Windows 10,2649.0,512,2048.0,2.43,16,3840x2160,Intel Core,2.6,Nvidia GeForce
906,Toshiba,Portege X30-D-10V,Notebook,13.3,Windows 10,1475.0,256,0,1.05,8,1920x1080,Intel Core,2.5,Intel HD
908,Dell,Inspiron 7567,Gaming,15.6,Linux,929.0,0,1024.0,2.62,8,1920x1080,Intel Core,2.8,Nvidia GeForce
909,HP,ProBook 450,Notebook,15.6,Windows 10,900.0,0,1024.0,2.04,8,1920x1080,Intel Core,2.7,Nvidia GeForce
910,Dell,Vostro 3568,Notebook,15.6,Windows 10,614.0,0,1024.0,2.18,4,1366x768,Intel Core,2.0,AMD Radeon
911,Dell,Latitude 5580,Notebook,15.6,Windows 10,935.0,0,500,1.9,8,1920x1080,Intel Core,2.6,Intel HD
912,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,2013.1,512,0,1.24,8,3200x1800,Intel Core,1.3,Intel HD
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,Windows 10,1279.0,256,256,3.58,32,1920x1080,Intel Core,2.7,Nvidia GeForce
914,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1649.0,256,0,1.22,16,1920x1080,Intel Core,1.3,Intel HD
916,Lenovo,ThinkPad T570,Notebook,15.6,Windows 10,1962.99,512,0,1.95,8,1920x1080,Intel Core,2.5,Intel HD
917,LG,Gram 15Z970,Ultrabook,15.6,Windows 10,2099.0,512,0,1.08,16,1920x1080,Intel Core,2.7,Intel HD
918,HP,Elitebook 820,Netbook,12.5,Windows 10,1483.0,512,0,1.26,8,1920x1080,Intel Core,2.7,Intel HD
920,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Windows 10,789.0,128,1024.0,2.6,8,1920x1080,Intel Core,2.3,Nvidia GeForce
922,LG,Gram 14Z970,Ultrabook,14.0,Windows 10,1899.0,512,0,0.98,8,1920x1080,Intel Core,2.7,Intel HD
923,Dell,Latitude 5480,Notebook,14.0,Windows 10,1205.0,256,0,1.6,8,1920x1080,Intel Core,2.8,Intel HD
924,HP,Elitebook Folio,Ultrabook,12.5,Windows 10,3100.0,240,0,1.09,8,3840x2160,Intel Core,1.2,Intel HD
925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Windows 10,789.0,256,0,2.2,6,1920x1080,Intel Core,2.7,Nvidia GeForce
926,HP,ProBook 450,Notebook,15.6,Windows 10,1018.99,256,0,2.04,8,1920x1080,Intel Core,2.7,Nvidia GeForce
927,Acer,Aspire E5-575,Notebook,15.6,Windows 10,499.0,0,1024.0,2.4,4,1920x1080,Intel Core,2.4,Intel HD
928,Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,881.0,128,0,1.44,4,1920x1080,Intel Core,2.5,Intel HD
930,HP,Probook 430,Notebook,13.3,Windows 10,960.0,256,0,1.49,8,1920x1080,Intel Core,2.5,Intel HD
931,MSI,GE72VR 6RF,Gaming,17.3,Windows 10,1599.0,256,1024.0,2.7,16,1920x1080,Intel Core,2.8,Nvidia GeForce
932,Dell,Inspiron 7567,Gaming,15.6,Windows 10,1349.0,128,1024.0,2.6,16,1920x1080,Intel Core,2.8,Nvidia GeForce
933,MSI,GL62M 7RD,Gaming,15.6,Windows 10,1119.91,128,1024.0,2.2,8,1920x1080,Intel Core,2.5,Nvidia GeForce
934,Dell,Vostro 3568,Notebook,15.6,Windows 10,684.99,0,1024.0,2.18,4,1366x768,Intel Core,2.5,AMD Radeon
935,HP,EliteBook 850,Ultrabook,15.6,Windows 10,1296.99,256,0,1.84,8,1920x1080,Intel Core,2.5,AMD Radeon
936,HP,Envy 13-AB077cl,Ultrabook,13.3,Windows 10,1149.0,256,0,1.39,8,3200x1800,Intel Core,2.7,Intel HD
937,Toshiba,Tecra Z50-C-140,Notebook,15.6,Windows 10,1975.0,256,0,2.4,16,1920x1080,Intel Core,2.6,Nvidia GeForce
938,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1825.0,512,0,1.37,8,1920x1080,Intel Core,2.5,Intel HD
939,Dell,Latitude 3580,Notebook,15.6,Windows 10,729.9,0,500,1.95,4,1366x768,Intel Core,2.3,Intel HD
940,Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1650.0,256,0,1.36,8,1920x1080,Intel Core,2.7,Intel HD
941,HP,Probook 650,Notebook,15.6,Windows 10,1165.0,256,0,2.31,8,1920x1080,Intel Core,2.3,Intel HD
942,Dell,Vostro 3568,Notebook,15.6,Windows 10,708.06,0,1024.0,2.18,4,1366x768,Intel Core,2.5,Intel HD
943,HP,ProBook 640,Notebook,14.0,Windows 10,1149.0,0,500,1.95,4,1366x768,Intel Core,2.3,Intel HD
944,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,309.0,0,1024.0,2.2,4,1366x768,Intel Pentium,1.1,Intel HD
945,HP,EliteBook 820,Ultrabook,12.5,Windows 10,1579.0,0,500,1.26,4,1920x1080,Intel Core,2.3,Intel HD
946,HP,250 G6,Notebook,15.6,No OS,288.9,0,1024.0,1.86,4,1366x768,Intel Celeron,1.6,Intel HD
947,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1799.0,1024.0,0,1.3,16,3200x1800,Intel Core,2.2,Intel Iris
948,Toshiba,Tecra Z40-C-12X,Notebook,14.0,Windows 10,1105.0,128,0,1.47,4,1920x1080,Intel Core,2.3,Intel HD
949,HP,EliteBook 820,Netbook,12.5,Windows 10,1669.0,256,0,1.26,8,1920x1080,Intel Core,2.3,Intel HD
950,Dell,Vostro 3568,Notebook,15.6,Windows 10,558.6,0,1024.0,2.18,4,1366x768,Intel Core,2.0,Intel HD
951,MSI,GP62M Leopard,Gaming,15.6,Windows 10,1199.0,128,1024.0,2.2,8,1920x1080,Intel Core,2.8,Nvidia GeForce
952,Dell,Latitude 7480,Ultrabook,14.0,Windows 10,1639.0,256,0,1.36,8,1920x1080,Intel Core,2.5,Intel HD
953,Dell,Alienware 17,Gaming,17.3,Windows 10,2758.0,512,1024.0,4.36,16,2560x1440,Intel Core,2.7,Nvidia GeForce
954,HP,Omen 17-W006na,Gaming,17.3,Windows 10,1399.0,128,1024.0,2.75,8,1920x1080,Intel Core,2.3,Nvidia GeForce
955,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,Windows 10,530.0,0,1024.0,2.8,4,1600x900,Intel Pentium,1.6,Nvidia GeForce
956,Acer,TravelMate P259-G2,Notebook,15.6,Windows 10,619.0,0,500,2.23,4,1366x768,Intel Core,2.5,Intel HD
957,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,Windows 10,1119.0,256,0,2.2,8,1366x768,Intel Core,2.3,Intel HD
958,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,Windows 10,1299.0,256,0,1.1,8,1920x1080,Intel Core,1.2,Intel HD
959,Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,Windows 10,999.0,512,1024.0,2.5,16,1920x1080,AMD FX,2.1,AMD Radeon
960,Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1472.2,256,0,1.36,8,1920x1080,Intel Core,2.5,Intel HD
961,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,No OS,685.0,0,1024.0,2.2,8,1920x1080,Intel Core,2.7,Nvidia GeForce
962,Dell,Insprion 5767,Notebook,17.3,Windows 10,659.0,0,1024.0,2.36,4,1600x900,Intel Core,2.0,AMD Radeon
964,HP,ZBook Studio,Workstation,15.6,Windows 10,2249.0,8,0,2.0,8,1920x1080,Intel Core,2.7,Nvidia Quadro
965,Dell,Latitude 7480,Ultrabook,14.0,Windows 10,1775.0,256,0,1.36,8,1920x1080,Intel Core,2.8,Intel HD
966,Toshiba,Portege Z30-C-1CW,Notebook,13.3,Windows 7,1460.0,256,0,1.2,8,1920x1080,Intel Core,2.3,Intel HD
968,Lenovo,Thinkpad T460,Ultrabook,14.0,Windows 10,1488.99,256,0,1.7,8,1920x1080,Intel Core,2.6,Intel HD
969,Dell,Alienware 17,Gaming,17.3,Windows 10,3154.0,512,1024.0,4.36,16,3840x2160,Intel Core,2.8,Nvidia GeForce
970,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1899.0,256,0,1.24,8,1920x1080,Intel Core,1.2,Intel HD
971,HP,ProBook x360,2 in 1 Convertible,11.6,Windows 10,775.0,256,0,1.45,4,1366x768,Intel Pentium,1.1,Intel HD
972,Dell,XPS 13,Ultrabook,13.3,Windows 10,1268.0,256,0,1.3,8,3200x1800,Intel Core,2.5,Intel HD
974,Toshiba,Portege Z30-C-16Z,Notebook,13.3,Windows 10,1535.0,256,0,1.2,8,1920x1080,Intel Core,2.4,Intel HD
975,Lenovo,ThinkPad X270,Ultrabook,12.5,Windows 10,1760.0,256,0,1.36,8,1920x1080,Intel Core,2.6,Intel HD
976,Acer,Aspire F5-573G-510L,Notebook,15.6,Windows 10,1009.0,128,1024.0,2.4,12,1920x1080,Intel Core,2.5,Nvidia GeForce
977,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Windows 10,1790.0,512,0,1.1,8,1920x1080,Intel Core,2.7,Intel HD
978,HP,ProBook 450,Notebook,15.6,Windows 10,846.5,0,1024.0,2.04,8,1366x768,Intel Core,2.50,Nvidia GeForce
979,Dell,Inspiron 3567,Notebook,15.6,Linux,465.62,0,1024.0,2.25,4,1366x768,Intel Core,2.0,AMD Radeon
980,Dell,Latitude 5580,Notebook,15.6,Windows 10,825.0,0,500,1.9,4,1366x768,Intel Core,2.5,Intel HD
981,HP,ProBook 450,Notebook,15.6,Windows 10,685.0,0,500,2.04,4,1920x1080,Intel Core,2.4,Intel HD
982,Dell,Alienware 17,Gaming,17.3,Windows 10,3149.0,256,1024.0,4.42,32,1920x1080,Intel Core,2.8,Nvidia GeForce
983,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Windows 10,695.0,256,0,2.4,6,1920x1080,Intel Core,2.5,Nvidia GeForce
984,Dell,XPS 13,2 in 1 Convertible,13.3,Windows 10,1899.0,512,0,1.22,16,3200x1800,Intel Core,1.3,Intel HD
985,Dell,Latitude E7470,Ultrabook,14.0,Windows 10,1962.98,256,0,1.5,8,2560x1440,Intel Core,2.6,Intel HD
986,Dell,Alienware 17,Gaming,17.3,Windows 10,2800.0,256,1024.0,4.42,32,1920x1080,Intel Core,2.6,Nvidia GeForce
987,Toshiba,Tecra A40-C-1DF,Notebook,14.0,Windows 10,1180.0,256,0,1.95,8,1920x1080,Intel Core,2.3,Intel HD
988,Asus,Rog Strix,Gaming,17.3,Windows 10,2049.9,256,1024.0,2.73,16,1920x1080,Intel Core,2.8,Nvidia GeForce
989,HP,Probook 450,Notebook,15.6,Windows 10,979.0,128,1024.0,2.04,8,1920x1080,Intel Core,2.70,Nvidia GeForce
990,Lenovo,ThinkPad T460,Notebook,14.0,Windows 7,1002.0,0,0,1.70,4,1366x768,Intel Core,2.3,Intel HD
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,Windows 10,1799.0,512,2048.0,2.3,16,3840x2160,Intel Core,2.7,Nvidia GeForce
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,Windows 10,579.0,0,1024.0,2.04,6,1366x768,Intel Core,2.7,Intel HD
993,Asus,Rog GL753VE-DS74,Gaming,17.3,Windows 10,1749.0,256,1024.0,2.99,16,1920x1080,Intel Core,2.8,Nvidia GeForce
994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,Windows 10,1299.0,512,0,2.19,12,1920x1080,Intel Core,2.7,Intel HD
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,Windows 7,1195.0,128,0,1.2,4,1920x1080,Intel Core,2.3,Intel HD
996,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,549.0,256,0,2.2,6,1920x1080,AMD A12-Series,3.6,AMD Radeon
997,Fujitsu,LifeBook A556,Notebook,15.6,Windows 10,649.0,256,0,2.3,4,1366x768,Intel Core,2.3,Intel HD
998,Toshiba,Tecra A40-C-1KF,Notebook,14.0,Windows 10,915.0,0,500,1.75,4,1366x768,Intel Core,2.3,Intel HD
999,Dell,Inspiron 3567,Notebook,15.6,Windows 10,599.0,0,500,2.25,4,1366x768,Intel Core,2.5,AMD Radeon
1000,HP,Probook 450,Notebook,15.6,Windows 10,806.0,0,1024.0,2.04,8,1920x1080,Intel Core,2.5,Intel HD
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1189.0,128,1024.0,2.5,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1002,Dell,Inspiron 5567,Notebook,15.6,Windows 10,749.0,0,1024.0,2.36,8,1366x768,Intel Core,2.7,AMD Radeon
1003,Dell,Latitude 5480,Notebook,14.0,Windows 10,1119.0,128,0,1.6,8,1920x1080,Intel Core,2.5,Intel HD
1004,HP,EliteBook Folio,Netbook,12.5,Windows 10,1908.0,512,0,0.97,8,1920x1080,Intel Core,1.2,Intel HD
1005,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Windows 10,499.0,128,1024.0,2.1,4,1920x1080,Intel Core,2,AMD Radeon
1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,No OS,270.62,128,0,1.9,4,1366x768,Intel Celeron,1.1,Intel HD
1007,Lenovo,ThinkPad T560,Notebook,15.6,Windows 10,1349.0,256,0,2.3,8,1920x1080,Intel Core,2.3,Intel HD
1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Windows 10,889.0,256,0,1.68,8,1920x1080,Intel Core,2.5,Intel HD
1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Windows 10,1150.0,256,0,1.4,8,3200x1800,Intel Core,2.5,Intel HD
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,Windows 10,1349.0,256,0,1.11,8,1920x1080,Intel Core,2.7,Intel HD
1011,Acer,Aspire ES1-533,Notebook,15.6,Windows 10,380.0,0,500,2.4,4,1366x768,Intel Pentium,1.1,Intel HD
1012,Asus,Rog GL553VE-DS74,Gaming,15.6,Windows 10,1799.0,256,1024.0,2.5,16,1920x1080,Intel Core,2.8,Nvidia GeForce
1013,HP,EliteBook 840,Ultrabook,14.0,Windows 10,2089.0,512,0,1.48,8,1920x1080,Intel Core,2.7,Intel HD
1014,Acer,Nitro 5,Gaming,15.6,Windows 10,1260.0,128,1024.0,2.7,8,1920x1080,Intel Core,2.8,Nvidia GeForce
1015,HP,ENVY -,Notebook,13.3,Windows 10,1189.0,256,0,1.34,8,1920x1080,Intel Core,2.5,Intel HD
1016,Dell,Vostro 3568,Notebook,15.6,Windows 10,547.0,128,0,2.18,4,1366x768,Intel Core,2.4,Intel HD
1017,HP,Probook 440,Notebook,14.0,Windows 10,779.0,0,500,1.64,4,1366x768,Intel Core,2.5,Intel HD
1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,Windows 10,1195.0,128,0,1.2,4,1920x1080,Intel Core,2.3,Intel HD
1019,HP,EliteBook 840,Notebook,14.0,Windows 10,1099.99,256,0,1.48,4,1366x768,Intel Core,2.4,Intel HD
1020,HP,ProBook 640,Notebook,14.0,Windows 10,1205.0,256,0,1.95,4,1920x1080,Intel Core,2.5,Intel HD
1021,HP,EliteBook 1040,Ultrabook,14.0,Windows 7,1449.0,256,0,1.43,8,1920x1080,Intel Core,2.6,Intel HD
